"","UBIDPTO","REGION","ZONA","OCU","INFORM","SEXO","GEDUC","AEDUC","AEDAD","AEDAD2","WS","LWS"
"1","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",7,49,2401,328.520277928539,5.79459856487352
"2","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",9,40,1600,206.969692901622,5.33257237144294
"3","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,67,4489,73.4519944230183,4.29663205573004
"4","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,32,1024,70.4026818608094,4.25423135705219
"5","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,41,1681,181.980672344653,5.20390048552911
"6","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",13,37,1369,800.204821749462,6.68486772208539
"7","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,37,1369,218.227217895437,5.38553680391236
"8","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,44,1936,588.459790307022,6.37750859863454
"9","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,38,1444,281.591549376809,5.64045761451829
"10","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,76,5776,295.207976541389,5.68768011316543
"11","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",12,24,576,404.983228780908,6.00384565583159
"12","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",9,50,2500,351.301348673549,5.86164439835792
"13","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,51,2601,445.237990215351,6.09860894867932
"14","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,28,784,608.984422945166,6.41179268929602
"15","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,26,676,234.662820825079,5.45814967882615
"16","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,24,576,574.805007009583,6.35403086503955
"17","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",12,26,676,572.465282905247,6.3499520923761
"18","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,63,3969,676.583005548215,6.51705513860316
"19","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. No Univ.",16,54,2916,246.399797479619,5.50695540974189
"20","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",13,32,1024,82.6382882425028,4.41447311117119
"21","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,30,900,15.7260144717689,2.75531631381365
"22","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,49,2401,305.065502685888,5.72052651645371
"23","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,56,3136,216.731328713976,5.3786584699155
"24","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,51,2601,305.065502685888,5.72052651645371
"25","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,46,2116,315.325768225396,5.75360628926743
"26","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,28,784,253.572394324059,5.53564936144887
"27","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,26,676,469.210573251584,6.15105165116221
"28","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,17,289,107.186213271606,4.67456763282505
"29","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",18,59,3481,1739.22812957277,7.46119669009354
"30","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",18,58,3364,469.325641650158,6.15129685938609
"31","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",17,28,784,536.602298683042,6.28525722177482
"32","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,24,576,117.331410412539,4.7650024982662
"33","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,41,1681,1094.72238789941,6.99825608307469
"34","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,38,1444,41.2903770216079,3.72062947091971
"35","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,32,1024,81.9095217182013,4.40561524439682
"36","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",17,61,3721,793.837703695038,6.67687903694716
"37","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",0,80,6400,340.191517265534,5.82950874509925
"38","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",18,47,2209,1771.6889547762,7.47968858233522
"39","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",18,43,1849,413.881851603958,6.02558055049681
"40","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",12,42,1764,750.207602569094,6.62034997165281
"41","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,66,4356,192.413540482022,5.25964691248096
"42","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",13,26,676,218.227217895437,5.38553680391236
"43","13","Costa","Urbana","Ocupado","Formal","Femenino","Primaria",3,71,5041,709.856950802506,6.56506347199304
"44","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,66,4356,1563.91378308456,7.35494679368076
"45","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",3,40,1600,242.660074525966,5.49166159374461
"46","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,46,2116,140.805363721619,4.94737853761213
"47","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,26,676,924.823897405016,6.82960333820386
"48","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,26,676,1096.67855067516,7.00004139151451
"49","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",16,42,1764,70.4026818608094,4.25423135705219
"50","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",15,23,529,238.61350250945,5.47484509863032
"51","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,33,1089,233.51213683934,5.45323405365682
"52","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,52,2704,755.596639235639,6.62750768780862
"53","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,27,729,68.5232313507688,4.22717283157876
"54","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",16,25,625,253.610750456917,5.53580061305621
"55","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",1,56,3136,30.2821668913697,3.41055898781099
"56","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,32,1024,229.964194549977,5.43792362093478
"57","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,27,729,50.5533831068084,3.92302986917775
"58","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",5,24,576,376.120238805283,5.92990887632648
"59","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,61,3721,28.1534015177522,3.33766818272981
"60","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",14,21,441,305.065502685888,5.72052651645371
"61","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,47,2209,495.503702325724,6.20557482564066
"62","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,44,1936,156.454665927672,5.05276629343285
"63","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,49,2401,539.349257041707,6.29036333331369
"64","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,42,1764,101.60539594077,4.62109664338737
"65","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",0,65,4225,46.909550485301,3.84822128980247
"66","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,46,2116,305.065502685888,5.72052651645371
"67","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,27,729,205.639214543111,5.32612324760751
"68","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,25,625,80.893084197465,4.39312833459407
"69","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,42,1764,54.9259822526173,4.00598650163589
"70","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,42,1764,303.32029864085,5.7147893384058
"71","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,43,1849,234.662820825079,5.45814967882615
"72","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,26,676,481.062618304697,6.17599744521826
"73","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,50,2500,597.799508657938,6.39325542793237
"74","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",16,26,676,398.922959789348,5.98876831501218
"75","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,24,576,485.818778779086,6.18583567119167
"76","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,50,2500,437.87361270662,6.08193031327197
"77","13","Costa","Urbana","Ocupado","Formal","Femenino","Primaria",5,46,2116,303.953174833007,5.71687365938778
"78","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,27,729,298.180576837882,5.69769926552746
"79","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",9,42,1764,303.32029864085,5.7147893384058
"80","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",12,21,441,303.32029864085,5.7147893384058
"81","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",7,47,2209,390.005158899869,5.96615996698459
"82","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",4,57,3249,109.353334778081,4.69458424302797
"83","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,25,625,225.975156732748,5.42042506726869
"84","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,61,3721,50.9177663689591,3.93021190723139
"85","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,57,3249,35.9013403550627,3.58077463059289
"86","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,35,1225,386.01612108264,5.95587913305552
"87","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,20,400,151.660149320425,5.02164215784586
"88","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,32,1024,454.980447961276,6.12025444651397
"89","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,59,3481,276.892923101707,5.62363087225446
"90","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",0,83,6889,18.5586139469012,2.92093404498433
"91","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,44,1936,410.276375115308,6.01683101825176
"92","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",10,41,1681,21.8246395961866,3.08303958824163
"93","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,23,529,471.665365754494,6.15626976328774
"94","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,16,256,5.86848832726987,1.76959707550773
"95","13","Costa","Urbana","Ocupado","Formal","Femenino","Primaria",4,36,1296,222.139543446951,5.4033057584877
"96","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,17,289,8.68766409233088,2.16190409903839
"97","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,45,2025,273.594295675921,5.61164633639333
"98","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,49,2401,591.89266419781,6.3833253079686
"99","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",2,57,3249,64.3972072820538,4.16507026698451
"100","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,78,6084,164.616300379582,5.10361731359242
"101","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,22,484,56.3259811019333,4.03115590475397
"102","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",9,58,3364,280.901138985365,5.63800278887366
"103","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,44,1936,720.404887338449,6.57981339747986
"104","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,39,1521,868.152711107361,6.76636763364118
"105","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,52,2704,187.734092273349,5.23502655881678
"106","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",9,46,2116,259.901156245625,5.56030139044719
"107","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,40,1600,656.81041905993,6.48739542138013
"108","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",9,14,196,70.7670651229602,4.25939371058992
"109","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,40,1600,77.3898891690551,4.34885614117196
"110","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,78,6084,168.019039984351,5.12407730622172
"111","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,62,3844,159.580690755597,5.07254969245578
"112","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,22,484,480.468098245399,6.17476083337669
"113","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",9,19,361,300.366876410787,5.70500464886623
"114","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",17,52,2704,446.587684097451,6.10163576199368
"115","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,46,2116,15.7260144717689,2.75531631381365
"116","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,47,2209,398.443508128623,5.98756572689794
"117","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",9,55,3025,102.084847601495,4.62580430672811
"118","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,54,2916,572.810488100969,6.35055492571094
"119","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,65,4225,164.260138964269,5.10145138431357
"120","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,54,2916,37.0712024072309,3.61284045276368
"121","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,25,625,82.1396585153492,4.40842095117072
"122","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,38,1444,461.059895019264,6.13352795867712
"123","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,48,2304,40.5999666301644,3.70376724469022
"124","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",0,81,6561,47.1588653488778,3.85352201577154
"125","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,47,2209,351.054505982598,5.86094149910969
"126","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,45,2025,265.808000705753,5.58277424629925
"127","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",18,24,576,291.412629703661,5.6747402342895
"128","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,42,1764,75.7917185273546,4.32798903242311
"129","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",13,19,361,101.106766213617,4.61617704973769
"130","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,36,1296,219.665572877611,5.39210626650915
"131","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,65,4225,101.106766213617,4.61617704973769
"132","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,71,5041,37.5506540679556,3.62569079664581
"133","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,53,2809,98.5560833785616,4.59062576054758
"134","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,53,2809,365.361343538622,5.90088684617079
"135","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,22,484,331.473700158603,5.80354847060718
"136","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,60,3600,216.117630588249,5.3758228455077
"137","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,41,1681,234.662820825079,5.45814967882615
"138","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,42,1764,238.575146376592,5.47468433984852
"139","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",9,21,441,348.676425745403,5.85414434527462
"140","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,66,4356,283.106616624699,5.64582356388535
"141","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",7,61,3721,306.235364738056,5.7243539721066
"142","13","Costa","Rural","Ocupado","Formal","Masculino","Secundaria",11,54,2916,241.701171204517,5.48770213339284
"143","13","Costa","Rural","Ocupado","Informal","Femenino","Secundaria",9,50,2500,152.657408774733,5.02819625239378
"144","13","Costa","Rural","Ocupado","Informal","Femenino","Sup. Univ.",16,23,529,93.8574571034599,4.54177721755797
"145","13","Costa","Rural","Ocupado","Informal","Femenino","Sup. Univ.",16,32,1024,351.994231237618,5.86361478693431
"146","13","Costa","Rural","Ocupado","Formal","Masculino","Sup. Univ.",16,37,1369,140.805363721619,4.94737853761213
"147","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",6,63,3969,109.353334778081,4.69458424302797
"148","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",4,55,3025,91.546500098767,4.51684704099344
"149","13","Costa","Rural","Ocupado","Informal","Masculino","Secundaria",11,45,2025,325.931238960626,5.78668643568557
"150","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",6,65,4225,151.660149320425,5.02164215784586
"151","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",6,61,3721,27.8618958444606,3.32726001501205
"152","13","Costa","Rural","Ocupado","Informal","Masculino","Secundaria",7,43,1849,151.660149320425,5.02164215784586
"153","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",2,35,1225,151.660149320425,5.02164215784586
"154","13","Costa","Rural","Ocupado","Informal","Masculino","Secundaria",11,19,361,120.572503639038,4.79225126193841
"155","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",4,57,3249,50.5533831068084,3.92302986917775
"156","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",4,52,2704,222.753241572678,5.40606461875986
"157","13","Costa","Rural","Ocupado","Formal","Masculino","Secundaria",11,53,2809,398.88460365649,5.98867216116595
"158","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",0,75,5625,19.4849154918503,2.96964060169378
"159","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",1,56,3136,86.1286963325784,4.45584264664309
"160","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",6,60,3600,4.69862627510169,1.54727018410008
"161","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,21,441,404.427064854467,6.00247141085759
"162","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,19,361,234.662820825079,5.45814967882615
"163","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",0,71,5041,92.0619106340461,4.52246129239973
"164","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",1,42,1764,17.8356017789574,2.88119655970265
"165","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",0,29,841,21.6136808654678,3.07332648759513
"166","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",3,43,1849,136.161743287437,4.91384346797046
"167","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",6,35,1225,30.5123036885175,3.41813000189314
"168","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,51,2601,583.837876297636,6.3696233352083
"169","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",1,48,2304,151.353300257561,5.01961684069786
"170","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,49,2401,47.1780434153068,3.85392860248176
"171","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",8,14,196,18.2575192403951,2.90457700834672
"172","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",2,67,4489,128.296469893312,4.85434375677161
"173","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",2,37,1369,58.6657052062697,4.07185531770626
"174","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,46,2116,26.2931290741405,3.26930765311767
"175","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",5,41,1681,9.3780744837744,2.23837446303022
"176","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,35,1225,87.0492435211697,4.46647397601182
"177","13","Sierra","Rural","Ocupado","Informal","Femenino","Secundaria",11,26,676,11.7369766545397,2.46274425606768
"178","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",5,43,1849,35.3835325614801,3.56624653002998
"179","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",1,70,4900,141.608080046013,4.95306324210346
"180","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",6,63,3969,72.8498050100062,4.28839985604197
"181","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,29,841,75.6382939959228,4.32596268927788
"182","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",8,41,1681,171.378937961233,5.14387711623982
"183","13","Sierra","Rural","Ocupado","Informal","Femenino","Secundaria",7,40,1600,33.3314794535785,3.50650227938069
"184","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",2,78,6084,55.1056408431805,4.00925208556832
"185","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,34,1156,9.14793768662656,2.21352846444369
"186","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",0,69,4761,19.945189086146,2.99298796569077
"187","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",3,39,1521,49.4985894532142,3.90194417327397
"188","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",3,35,1225,7.03835037943804,1.95137382160992
"189","13","Sierra","Rural","Ocupado","Informal","Femenino","Secundaria",8,15,225,175.479307825226,5.16752113182492
"190","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",2,43,1849,194.559873264145,5.27073994738031
"191","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",2,44,1936,38.4903793229759,3.65040832235169
"192","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",4,38,1444,9.3780744837744,2.23837446303022
"193","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",10,17,289,49.2876307224953,3.89767315144462
"194","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",0,83,6889,11.9671134516876,2.48216234192478
"195","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",1,75,5625,29.3424416363493,3.37903498794183
"196","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,61,3721,34.041067911451,3.52756767546487
"197","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",0,65,4225,124.208816735476,4.82196415518818
"198","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",3,43,1849,62.1752913627742,4.12995767585097
"199","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,14,196,9.85752614449906,2.28823523901052
"200","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",5,16,256,268.991559732965,5.59468000265221
"201","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",18,24,576,290.624418664861,5.67203177604667
"202","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,68,4624,1260.55512831085,7.13930748094401
"203","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",12,21,441,314.827138498242,5.75202372152585
"204","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,37,1369,351.936697038331,5.86345132146603
"205","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",16,45,2025,519.879024756966,6.25359613981136
"206","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",12,52,2704,229.964194549977,5.43792362093478
"207","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",12,25,625,199.45189086146,5.29557305868482
"208","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,74,5476,130.238249119247,4.86936545866914
"209","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,39,1521,254.627187977654,5.53980046745125
"210","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,18,324,218.227217895437,5.38553680391236
"211","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,61,3721,155.610831004796,5.04735821732174
"212","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,33,1089,140.805363721619,4.94737853761213
"213","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,59,3481,42.2301022766283,3.74313329083798
"214","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",0,57,3249,159.33137589202,5.07098615855135
"215","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,57,3249,240.055921593592,5.48087190284013
"216","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,46,2116,133.682079229627,4.89546443794855
"217","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,25,625,19.4037715757742,2.96546745829627
"218","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,60,3600,282.761411428977,5.64460347290501
"219","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,52,2704,281.591549376809,5.64045761451829
"220","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,39,1521,215.101193067513,5.37110858282972
"221","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. No Univ.",14,49,2401,535.796819893025,6.28375502184285
"222","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",9,60,3600,14.5658830877053,2.67868201938051
"223","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",3,74,5476,18.5586139469012,2.92093404498433
"224","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",6,67,4489,70.4026818608094,4.25423135705219
"225","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",6,57,3249,143.62453948668,4.96720252980472
"226","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",6,43,1849,152.52316230973,5.02731646851249
"227","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",4,40,1600,55.5396803783449,4.01709772706096
"228","13","Costa","Rural","Ocupado","Informal","Masculino","Secundaria",11,19,361,35.1917518971902,3.56081173404402
"229","13","Costa","Rural","Ocupado","Informal","Masculino","Secundaria",8,14,196,41.0602402244601,3.71504026214503
"230","13","Costa","Rural","Ocupado","Formal","Masculino","Secundaria",11,54,2916,723.530912166374,6.58414327102802
"231","13","Costa","Rural","Ocupado","Informal","Femenino","Sup. No Univ.",13,48,2304,103.487037694729,4.63944636519783
"232","13","Costa","Rural","Ocupado","Formal","Masculino","Sup. Univ.",16,25,625,254.550475711938,5.53949914918155
"233","13","Costa","Rural","Ocupado","Informal","Masculino","Secundaria",11,59,3481,74.3529187413939,4.30882292891296
"234","13","Costa","Rural","Ocupado","Informal","Masculino","Secundaria",11,41,1681,35.1917518971902,3.56081173404402
"235","13","Costa","Rural","Ocupado","Informal","Femenino","Secundaria",11,39,1521,299.35043889005,5.70161492351376
"236","13","Costa","Rural","Ocupado","Informal","Femenino","Sup. Univ.",14,22,484,7.74793883731054,2.0474268515165
"237","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",6,63,3969,162.150551657081,5.08852523488803
"238","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",3,53,2809,17.3561501182328,2.85394691725528
"239","13","Costa","Rural","Ocupado","Formal","Masculino","Secundaria",11,35,1225,263.142249472124,5.57269475847653
"240","13","Costa","Rural","Ocupado","Informal","Femenino","Sup. No Univ.",14,27,729,110.40265032188,4.70413414009361
"241","13","Costa","Rural","Ocupado","Informal","Masculino","Primaria",6,75,5625,35.1917518971902,3.56081173404402
"242","13","Costa","Rural","Ocupado","Informal","Femenino","Primaria",0,59,3481,55.7237916889212,4.02040719557199
