"","UBIDPTO","REGION","ZONA","OCU","INFORM","SEXO","GEDUC","AEDUC","AEDAD","AEDAD2","WS","LWS"
"1039","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,45,2025,49.9205069146519,3.91043187854992
"1040","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,42,1764,120.188942310458,4.78906502378003
"1041","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",7,52,2704,150.24097240468,5.01224048778113
"1042","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,36,1296,104.482105905118,4.6490158213847
"1043","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,37,1369,68.4848752179108,4.2266129211498
"1044","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,61,3721,18.5643683032589,2.92124406083193
"1045","13","Costa","Urbana","Ocupado","Formal","Masculino","Primaria",6,51,2601,312.890153788915,5.74585218258277
"1046","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,46,2116,23.2246384455026,3.14521371710844
"1047","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,63,3969,1220.10858621212,7.10669513885849
"1048","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,57,3249,580.424180473276,6.36375918188114
"1049","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,24,576,100.167040958596,4.60683920199165
"1050","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,55,3025,150.24097240468,5.01224048778113
"1051","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",8,63,3969,8.36163696303811,2.12365421690439
"1052","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,39,1521,20.0410794182909,2.99778413795426
"1053","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",10,35,1225,20.0410794182909,2.99778413795426
"1054","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",8,33,1089,95.6410172813557,4.56060177910147
"1055","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",3,31,961,61.7533739013365,4.12314861209381
"1056","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,38,1444,285.580587194038,5.65452425614556
"1057","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,37,1369,123.046474208377,4.8125621231017
"1058","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",7,16,256,58.0328290141131,4.06100886790365
"1059","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,38,1444,110.983470424545,4.70938127512919
"1060","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",5,48,2304,78.9369214217084,4.36864907050929
"1061","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",7,53,2809,85.208149143987,4.44509707649126
"1062","13","Sierra","Rural","Ocupado","Informal","Femenino","Secundaria",8,20,400,15.0931382796124,2.71424022197275
"1063","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,59,3481,231.325837266435,5.44382726756628
"1064","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,35,1225,282.492918498971,5.64365348301203
"1065","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,42,1764,150.356040803254,5.0130060868998
"1066","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,66,4356,46.4300988245763,3.83794793049341
"1067","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",9,43,1849,27.7506621227435,3.32325970018684
"1068","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",16,29,841,181.961494278224,5.20379509479286
"1069","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,43,1849,34.6931221700366,3.54654145895065
"1070","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",14,22,484,162.495756852803,5.09065188975382
"1071","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,50,2500,575.131034138876,6.35459790029432
"1072","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,42,1764,101.164300412904,4.61674593189962
"1073","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,24,576,15.0931382796124,2.71424022197275
"1074","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. No Univ.",14,29,841,361.870935448546,5.89128761634307
"1075","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,49,2401,115.662918633218,4.75068008700634
"1076","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,44,1936,265.520329709318,5.58169140916041
"1077","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,40,1600,170.377942155116,5.13801915856967
"1078","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,48,2304,418.273628816196,6.03613583275103
"1079","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,62,3844,116.084836094655,4.75432126944704
"1080","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. No Univ.",14,56,3136,588.86252970203,6.37819276031885
"1081","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",14,32,1024,116.084836094655,4.75432126944704
"1082","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",15,31,961,27.8657305213174,3.32739763712563
"1083","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,43,1849,34.6931221700366,3.54654145895065
"1084","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,40,1600,104.098544576539,4.64533799451011
"1085","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,39,1521,69.4054224065021,4.23996499711909
"1086","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,26,676,3.47123002364656,1.24450900482118
"1087","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",7,48,2304,46.2574962267154,3.83422353140243
"1088","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",4,49,2401,279.923057597487,5.63451477111169
"1089","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",4,46,2116,37.5646021782807,3.62606217554225
"1090","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,47,2209,14.5658830877053,2.67868201938051
"1091","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,34,1156,138.791666746575,4.93297400842148
"1092","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",9,47,2209,427.402388436393,6.05772593116235
"1093","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,59,3481,124.20595126266,4.82194108512001
"1094","13","Sierra","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,37,1369,300.807971938653,5.70647209418013
"1095","13","Sierra","Urbana","Ocupado","Formal","Femenino","Sup. No Univ.",14,41,1681,300.807971938653,5.70647209418013
"1096","13","Sierra","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",17,47,2209,620.889900638438,6.43115377255719
"1097","13","Sierra","Urbana","Ocupado","Informal","Masculino","Secundaria",11,44,1936,1179.75793444553,7.07306455611517
"1098","13","Sierra","Urbana","Ocupado","Informal","Femenino","Primaria",5,49,2401,302.730722926803,5.71284370716668
"1099","13","Sierra","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",18,44,1936,589.974857554912,6.38007992167804
"1100","13","Sierra","Urbana","Ocupado","Informal","Masculino","Primaria",6,38,1444,47.5616047438865,3.86202581271438
"1101","13","Sierra","Urbana","Ocupado","Informal","Femenino","Secundaria",11,39,1521,15.0356040803254,2.71042099390576
"1102","13","Sierra","Urbana","Ocupado","Informal","Femenino","Primaria",6,43,1849,9.91506034378602,2.29405484806378
"1103","13","Sierra","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",12,23,529,35.6903816243439,3.5748812301976
"1104","13","Sierra","Urbana","Ocupado","Informal","Masculino","Secundaria",11,65,4225,46.2574962267154,3.83422353140243
"1105","13","Sierra","Urbana","Ocupado","Informal","Femenino","Primaria",6,61,3721,34.0027117785931,3.52644027962956
"1106","13","Sierra","Urbana","Ocupado","Formal","Masculino","Secundaria",11,61,3721,219.857353541901,5.39297894306336
"1107","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",0,54,2916,57.8218702833943,4.05736708271664
"1108","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",1,55,3025,257.932520235257,5.55269800123584
"1109","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,14,196,462.65167453287,6.13697444812623
"1110","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",0,69,4761,32.9232596077019,3.49417938693693
"1111","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,32,1024,69.3862443400731,4.23968863951059
"1112","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",3,33,1089,242.851799004515,5.49245137664784
"1113","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,54,2916,15.2657408774733,2.72561115939973
"1114","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,49,2401,127.227292689896,4.84597519306235
"1115","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,30,900,23.1287481133577,3.14107635084248
"1116","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",6,47,2209,31.22189214639,3.44111952011784
"1117","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,43,1849,25.4492941512651,3.23668800788756
"1118","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",2,71,5041,159.719038779728,5.07341626401844
"1119","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,45,2025,20.1369697504358,3.00255741670692
"1120","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",0,48,2304,2.32054603790737,0.841802519152093
"1121","13","Sierra","Rural","Ocupado","Informal","Masculino","Sup. No Univ.",14,24,576,261.684716423521,5.56714040669779
"1122","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,52,2704,208.158733020219,5.3383009281787
"1123","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,20,400,148.687549023932,5.00184711777431
"1124","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,18,324,148.687549023932,5.00184711777431
"1125","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,49,2401,41.6355822173297,3.72895514343364
"1126","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",10,21,441,13.8849200945862,2.63080336594107
"1127","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",5,41,1681,20.8082020754503,3.03534723952991
"1128","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",0,46,2116,34.6931221700366,3.54654145895065
"1129","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,32,1024,547.80228947757,6.30591443622435
"1130","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,45,2025,143.068375560239,4.96332266675316
"1131","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,37,1369,32.3725761321292,3.47731164871125
"1132","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,39,1521,198.243672676433,5.28949694412384
"1133","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,46,2116,3.93150361794223,1.36902195269376
"1134","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,21,441,360.873675994239,5.8885279691
"1135","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,23,529,542.969416737466,6.29705299558065
"1136","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",16,45,2025,80.969796463181,4.39407620196362
"1137","13","Sierra","Urbana","Ocupado","Informal","Femenino","Primaria",2,74,5476,40.2355833680137,3.69475176251159
"1138","13","Sierra","Urbana","Ocupado","Informal","Masculino","Secundaria",11,33,1089,33.5424381842974,3.51281144857395
"1139","13","Sierra","Urbana","Ocupado","Informal","Femenino","Primaria",3,42,1764,306.498744765587,5.72521365998643
"1140","13","Sierra","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",16,25,625,92.5341705198599,4.52757798732844
"1141","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,29,841,60.1040601884437,4.09607739647132
"1142","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,35,1225,43.4958546609414,3.77266563840299
"1143","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,38,1444,276.45182757384,5.62203658362785
"1144","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,17,289,408.454458804554,6.01238042413068
"1145","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,46,2116,6.9616381137221,1.9404148078202
"1146","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,26,676,150.24097240468,5.01224048778113
"1147","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",3,33,1089,251.021711489004,5.52553943534707
"1148","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,47,2209,148.591658691787,5.00120199808224
"1149","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,24,576,208.177911086648,5.33839305586774
"1150","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,19,361,448.60194292991,6.10613595317327
"1151","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",5,34,1156,8.13150016589027,2.09574542878731
"1152","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,27,729,116.084836094655,4.75432126944704
"1153","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,22,484,200.334081917193,5.2999863825516
"1154","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,40,1600,23.2246384455026,3.14521371710844
"1155","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,64,4096,925.303349065741,6.83012162868617
"1156","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",3,57,3249,148.687549023932,5.00184711777431
"1157","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,25,625,164.490275761417,5.10285145454577
"1158","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",12,49,2401,116.084836094655,4.75432126944704
"1159","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. No Univ.",14,36,1296,683.947383056945,6.5278809893083
"1160","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",16,54,2916,49.709548183933,3.90619703102752
"1161","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,50,2500,116.084836094655,4.75432126944704
"1162","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",17,34,1156,1452.75771006216,7.28121889815996
"1163","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",18,42,1764,1083.54157517131,6.98799019141821
"1164","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",15,38,1444,154.997132879069,5.04340661919377
"1165","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,31,961,462.65167453287,6.13697444812623
"1166","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,39,1521,370.11750401301,5.91382053363446
"1167","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,50,2500,34.6931221700366,3.54654145895065
"1168","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",14,58,3364,536.947503878764,6.28590033159012
"1169","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,25,625,231.325837266435,5.44382726756628
"1170","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",14,21,441,115.662918633218,4.75068008700634
"1171","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",12,24,576,289.000669464347,5.66642900459538
"1172","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",1,78,6084,20.8273801418793,3.03626847404923
"1173","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,33,1089,297.375098047865,5.69499429833426
"1174","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",14,32,1024,111.041004623832,4.70989954412239
"1175","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,54,2916,1118.48401220492,7.01972948686729
"1176","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,48,2304,353.010668758354,5.86649827958807
"1177","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,52,2704,198.243672676433,5.28949694412384
"1178","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,17,289,99.1314253714312,4.59644649875139
"1179","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,28,784,179.781300222561,5.19174111341725
"1180","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,45,2025,411.75308623034,6.02042386442818
"1181","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",11,48,2304,173.484788916612,5.15608992359314
"1182","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",12,20,400,90.1944464155235,4.5019678555004
"1183","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,71,5041,198.934083067877,5.29297352898718
"1184","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,32,1024,1501.14397166249,7.31398274419726
"1185","13","Costa","Urbana","Ocupado","Formal","Femenino","Secundaria",9,36,1296,388.835296847701,5.96315585253897
"1186","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",9,47,2209,218.994340552597,5.389045887257
"1187","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,57,3249,229.964194549977,5.43792362093478
"1188","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",16,27,729,240.70391175021,5.4835675962158
"1189","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,31,961,126.076608704157,4.83688972777952
"1190","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",13,29,841,443.876347498892,6.09554602702072
"1191","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,43,1849,297.375098047865,5.69499429833426
"1192","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",5,52,2704,49.5561236525011,3.90310583845784
"1193","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,19,361,74.3341854787517,4.30857094656601
"1194","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",2,53,2809,198.243672676433,5.28949694412384
"1195","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,20,400,49.5561236525011,3.90310583845784
"1196","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,34,1156,99.1314253714312,4.59644649875139
"1197","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,55,3025,71.2465167836848,4.26614593070721
"1198","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,28,784,246.802536874627,5.50858857104902
"1199","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",4,66,4356,33.7725749814452,3.51964908205156
"1200","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,64,4096,24.7780618262506,3.2099586578979
"1201","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,20,400,128.85742833636,4.8587065864755
"1202","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",10,26,676,198.243672676433,5.28949694412384
"1203","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,30,900,89.2163650276452,4.49106448719391
"1204","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,37,1369,99.1314253714312,4.59644649875139
"1205","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,46,2116,158.602609367718,5.06640176157309
"1206","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,48,2304,11.5643740566789,2.44792917028254
"1207","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",9,56,3136,57.8218702833943,4.05736708271664
"1208","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,28,784,675.758348691768,6.51583553978504
"1209","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,44,1936,180.197112166757,5.19405131933415
"1210","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",8,54,2916,9.14793768662656,2.21352846444369
"1211","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",12,24,576,737.339119995244,6.60304792203813
"1212","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,30,900,23.1287481133577,3.14107635084248
"1213","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,47,2209,59.4711839962871,4.0854918926558
"1214","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. No Univ.",14,28,784,429.339373145721,6.06224768578323
"1215","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",16,27,729,38.1643521936831,3.64190189127389
"1216","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,22,484,109.027307648788,4.69159837973999
"1217","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,50,2500,46.7177698210111,3.84412460238514
"1218","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",9,27,729,34.9232589671844,3.55315305328296
"1219","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",3,57,3249,68.484430414124,4.22660642620869
"1220","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,41,1681,30.0712081606508,3.4035681744657
"1221","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,65,4225,11.5643740566789,2.44792917028254
"1222","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",4,34,1156,28.2109357170391,3.33970969415679
"1223","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,34,1156,83.2903425010884,4.42233260609017
"1224","13","Sierra","Rural","Ocupado","Informal","Femenino","Secundaria",11,20,400,86.4355453954421,4.459398996246
"1225","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,33,1089,25.9095677455608,3.25461231151555
"1226","13","Sierra","Rural","Ocupado","Informal","Femenino","Secundaria",7,30,900,41.6355822173297,3.72895514343364
"1227","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",6,46,2116,23.1287481133577,3.14107635084248
"1228","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",8,26,676,34.6931221700366,3.54654145895065
"1229","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,50,2500,34.7123002364656,3.54709409781522
"1230","13","Sierra","Rural","Ocupado","Informal","Masculino","Sup. Univ.",16,56,3136,47.1972214817358,3.85433502394641
"1231","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",3,65,4225,92.5341705198599,4.52757798732844
"1232","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",6,50,2500,69.3862443400731,4.23968863951059
"1233","13","Sierra","Rural","Ocupado","Informal","Masculino","Secundaria",11,44,1936,41.6355822173297,3.72895514343364
"1234","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",3,74,5476,30.0712081606508,3.4035681744657
"1235","13","Sierra","Rural","Ocupado","Informal","Masculino","Primaria",2,54,2916,27.7506621227435,3.32325970018684
"1236","13","Sierra","Rural","Ocupado","Informal","Femenino","Primaria",0,44,1936,26.3698413398564,3.27222098365602
"1237","13","Sierra","Rural","Ocupado","Informal","Femenino","Secundaria",11,28,784,26.3698413398564,3.27222098365602
"1238","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,57,3249,876.782841000405,6.77625934597534
"1239","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",8,43,1849,401.454464557974,5.99509411364987
"1240","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",8,46,2116,69.4054224065021,4.23996499711909
"1241","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",13,26,676,157.164254385544,5.05729146473328
"1242","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",16,35,1225,1134.80454673599,7.03421570956748
"1243","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",18,33,1089,851.160944251279,6.74660123437127
"1244","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,54,2916,86.9917093218828,4.46581281896294
"1245","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",12,36,1296,99.7176393052793,4.60234258514288
"1246","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",6,61,3721,2.32054603790737,0.841802519152093
"1247","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",17,32,1024,589.974857554912,6.38007992167804
"1248","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,27,729,1266.8071779667,7.14425498086781
"1249","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,32,1024,459.774964568522,6.1307371623224
"1250","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",18,37,1369,1064.53611134018,6.97029440704625
"1251","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,46,2116,597.76115252508,6.39319126367184
"1252","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. Univ.",16,42,1764,164.125892499266,5.10063377053211
"1253","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",17,70,4900,100.167040958596,4.60683920199165
"1254","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,63,3969,528.528332716439,6.2700964135544
"1255","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",12,46,2116,579.331030686824,6.36187404250058
"1256","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. Univ.",16,25,625,215.139549200371,5.37128688362363
"1257","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",5,31,961,127.227292689896,4.84597519306235
"1258","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,62,3844,273.575117609492,5.61157623720295
"1259","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,18,324,162.879318181382,5.09300954733536
"1260","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",4,36,1296,138.791666746575,4.93297400842148
"1261","13","Costa","Urbana","Ocupado","Formal","Femenino","Sup. Univ.",16,23,529,160.712346503551,5.07961609931028
"1262","13","Costa","Urbana","Ocupado","Informal","Masculino","Primaria",6,42,1764,13.8849200945862,2.63080336594107
"1263","13","Costa","Urbana","Ocupado","Informal","Masculino","Sup. No Univ.",14,25,625,115.662918633218,4.75068008700634
"1264","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",14,24,576,125.616335109862,4.83323230218465
"1265","13","Costa","Urbana","Ocupado","Informal","Femenino","Sup. No Univ.",12,18,324,154.901242546924,5.04278776899765
"1266","13","Costa","Urbana","Ocupado","Formal","Masculino","Sup. Univ.",17,55,3025,374.739418022396,5.92623089915212
"1267","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,49,2401,150.356040803254,5.0130060868998
"1268","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",11,62,3844,277.583333493151,5.62612118898142
"1269","13","Costa","Urbana","Ocupado","Formal","Masculino","Secundaria",10,60,3600,511.977661388224,6.23828099398656
"1270","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,32,1024,74.2766512794647,4.3077966530701
"1271","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,30,900,24.7588837598216,3.20918436440199
"1272","13","Costa","Urbana","Ocupado","Informal","Masculino","Secundaria",11,41,1681,123.794418799108,4.81862227683609
"1273","13","Costa","Urbana","Ocupado","Informal","Femenino","Secundaria",11,38,1444,114.454700448191,4.74017911543895
"1274","13","Costa","Urbana","Ocupado","Informal","Femenino","Primaria",0,60,3600,66.3752879107223,4.1953248171907
